epoch,train_loss,train_acc,train_duration,dev_AUC,dev_MRR,dev_nDCG5,dev_nDCG10,dev_ILD5,dev_ILD10,dev_RR_ILD5,dev_RR_ILD10,dev_COV5,dev_COV10,dev_duration
1,1.3090274333953857,0.48761603236198425,21:28:21.189613,0.6670727562242965,0.3186427883573262,0.35554027619490425,0.4184584276095588,0.42107871573355604,0.4325469013623411,0.004201823185578201,0.004309641699140349,0.048367803066074855,0.06130575754714011,0:06:55.380638
