epoch,train_loss,train_acc,train_duration,dev_AUC,dev_MRR,dev_nDCG5,dev_nDCG10,dev_ILD5,dev_ILD10,dev_RR_ILD5,dev_RR_ILD10,dev_COV5,dev_COV10,dev_duration
1,1.6024630069732666,0.2661985456943512,3:24:08.416680,0.590824087729768,0.1745302246942439,0.16317418990995475,0.23108765147244012,0.43351016532445946,0.4383665855020144,0.0043325042128922004,0.004377945298089555,0.09032547028963869,0.12869513287548523,0:26:12.962863
2,1.5770646333694458,0.30921635031700134,3:23:58.667513,0.6285771343521996,0.2206137720956491,0.21121108145875675,0.2800672165135,0.414583679857412,0.4309991118410986,0.0041389744168595964,0.004298754999561649,0.0853986264556584,0.12511197372349955,0:26:26.590119
3,1.518328070640564,0.34253695607185364,3:24:10.370678,0.6616177035887467,0.2342028493786212,0.22619211101446782,0.31136752764337783,0.40960137513560535,0.42167192434336787,0.004077234651336603,0.004195381192586403,0.07897879964168408,0.11899074350552404,0:26:34.600415
4,1.450671672821045,0.39387810230255127,3:24:18.528542,0.6696366448470915,0.24276466511624503,0.24310676197814185,0.31779663978497813,0.40295549189488356,0.4182591059104012,0.004019773310865817,0.004164534556190859,0.07629143027769483,0.11540758435353837,0:26:47.265798
5,1.4066847562789917,0.4244534373283386,3:24:13.635914,0.6687033117126179,0.24182259056006336,0.24192378142881152,0.3177760042798588,0.40259956030771554,0.4175353001959315,0.004021010607631674,0.004157839433763649,0.07509704389369962,0.11615407584353539,0:26:39.758542
6,1.380508542060852,0.4394323527812958,3:24:14.251238,0.6626170730318044,0.2357186462869916,0.23254993636948756,0.30534733297855443,0.4063509341184874,0.41993665421756643,0.004053487469376703,0.0041844689219671894,0.074499850701702,0.11555688265153777,0:26:39.056824
