epoch,train_loss,train_acc,train_duration,dev_AUC,dev_MRR,dev_nDCG5,dev_nDCG10,dev_ILD5,dev_ILD10,dev_RR_ILD5,dev_RR_ILD10,dev_COV5,dev_COV10,dev_duration
1,1.0755201578140259,0.5946657061576843,0:13:32.219714,0.6374010752630046,0.1682884220673441,0.1522747020948979,0.2433556436171064,0.43061384189945295,0.432689033269393,0.00430141252740187,0.0043243729056957345,0.15318005374738727,0.16392953120334428,0:25:42.757611
2,1.0390323400497437,0.6067412495613098,0:13:46.162539,0.6232840240016391,0.16697821627657594,0.1496683633158597,0.22830552508813615,0.4303052610453228,0.4340090846511369,0.004300330681900247,0.004339024327409381,0.16049567034935802,0.16676619886533295,0:25:43.965017
3,1.0342768430709839,0.6089957356452942,0:13:46.090376,0.5983054837470108,0.1594789809524189,0.14494718103453083,0.21950881930842722,0.43644728392948495,0.43680302796196807,0.004362594005156334,0.004367217279593938,0.1587040907733652,0.16736339205733056,0:25:46.773555
4,1.0388364791870117,0.6068670153617859,0:13:46.864896,0.5866378182979356,0.15089992420859935,0.1277836867086087,0.20702386011137355,0.4390799078755856,0.4380520514478222,0.004390446621203165,0.004380572404789961,0.16109286354135563,0.16796058524932816,0:29:30.687279
5,1.040941834449768,0.6063901782035828,0:13:42.650282,0.5902203551684545,0.15411874918488505,0.13405913216444473,0.2112880226293741,0.43738591541318683,0.4384186079123122,0.004374443405557602,0.004383232727059419,0.1595998805613616,0.16855777844132577,0:29:42.442429
