epoch,train_loss,train_acc,train_duration,dev_AUC,dev_MRR,dev_nDCG5,dev_nDCG10,dev_ILD5,dev_ILD10,dev_RR_ILD5,dev_RR_ILD10,dev_COV5,dev_COV10,dev_duration
1,1.3092827796936035,0.48694562911987305,8:41:12.006484,0.6581823902939651,0.3192664828668062,0.3553380416648778,0.418434709100397,0.42324277363056273,0.4369799296159348,0.00422336307801203,0.00435134505453824,0.04605408127931501,0.058142097144835835,0:07:32.206691
2,1.2745178937911987,0.5055509209632874,8:41:18.567579,0.6607962585898073,0.32162354663880083,0.35761776604668116,0.41988818668070765,0.4286770153997353,0.4400632044957128,0.004279545557016916,0.004386058163579529,0.04701419712280039,0.059417005068152486,0:07:43.626359
3,1.2618781328201294,0.5120400190353394,8:41:27.263711,0.6641593201604894,0.32142322407405166,0.3580424132359404,0.42032768377511176,0.4310129007611105,0.4414565587834639,0.0043030920513480635,0.0044006472719611,0.0471401139547329,0.05943274467214405,0:07:45.485968
4,1.2527785301208496,0.5168181657791138,8:41:31.422244,0.6673605902464634,0.32403856725535013,0.3607967412371184,0.4233334801167236,0.42855476737711756,0.4405879471664914,0.004278948227224294,0.0043907071691686285,0.04687254068687632,0.05875594170050682,0:07:41.295715
