epoch,train_loss,train_acc,train_duration,dev_AUC,dev_MRR,dev_nDCG5,dev_nDCG10,dev_ILD5,dev_ILD10,dev_RR_ILD5,dev_RR_ILD10,dev_COV5,dev_COV10,dev_duration
1,1.177138328552246,0.5537551045417786,0:13:42.091355,0.6138211150812614,0.17493871342245562,0.16926821289282779,0.2395503146222218,0.4432852909008973,0.4417343247896459,0.004430518662734031,0.004415905331393701,0.15258286055538967,0.16288444311734845,0:28:23.546031
2,1.1034586429595947,0.5745747089385986,0:13:43.348586,0.6194397572844611,0.16942270595208275,0.15025533595034588,0.23237976872632696,0.4420726945116899,0.4423209045474221,0.004419766542664412,0.004417540279334882,0.15556882651537773,0.1655718124813377,0:28:24.624485
3,1.0939176082611084,0.5791507363319397,0:13:45.365103,0.6431978054601267,0.1972859801140221,0.19419186048133616,0.2684806604379836,0.4373857997860849,0.4387636739362158,0.004378597661546917,0.0043864383576349905,0.15332935204538667,0.16318303971334727,0:29:32.348320
4,1.0968962907791138,0.5791426301002502,0:13:48.043636,0.5835612647246825,0.18020316357156635,0.16224366265331486,0.2296944058350356,0.4424345609249943,0.4436049897943744,0.0044229879717383935,0.00443385426974572,0.15691251119737235,0.16392953120334428,0:33:32.001319
5,1.0922894477844238,0.5810610055923462,0:13:44.675920,0.5781826536088539,0.1759041757965897,0.15875330392799633,0.2203803282955844,0.44232268891879223,0.4444253447349772,0.004422186374298742,0.004441567790659395,0.15721110779337116,0.1651239175873395,0:33:41.495434
6,1.0882256031036377,0.5836983919143677,0:13:46.844223,0.5795495298190257,0.18041870568435356,0.16646648065386077,0.2271197275737482,0.44261371731093796,0.44391304944508525,0.0044229915034242825,0.004436916577791009,0.15736040609137056,0.16601970737533592,0:35:00.195944
