epoch,train_loss,train_acc,train_duration,dev_AUC,dev_MRR,dev_nDCG5,dev_nDCG10,dev_ILD5,dev_ILD10,dev_RR_ILD5,dev_RR_ILD10,dev_COV5,dev_COV10,dev_duration
1,1.602458119392395,0.26603084802627563,3:30:13.651864,0.3880462783601185,0.10970530574208524,0.08221835797452526,0.12082658364194974,0.4763315103777006,0.46840345669795547,0.004762415974699076,0.004681951699250537,0.12137951627351448,0.15183636906539266,0:29:56.176891
2,1.5770971775054932,0.3094261884689331,3:30:19.566551,0.413805920778183,0.1137903303296864,0.08653615223562602,0.12880955408649747,0.4754773297507501,0.46773770042914176,0.004753932775589812,0.004675192579732629,0.11928934010152284,0.148999701403404,0:29:58.830983
3,1.518164038658142,0.34211474657058716,3:30:20.536586,0.4655463071163817,0.1260707080703129,0.10166965777910918,0.15211827658577523,0.47250659342264995,0.465323325829167,0.0047246172538215805,0.004651486502930351,0.11615407584353539,0.14646163033741416,0:30:01.509946
4,1.450189232826233,0.3939664959907532,3:30:25.331254,0.5021690289631173,0.14662885249924693,0.12767472842039423,0.18154508394800412,0.46812491642116394,0.46334959117061697,0.0046820453328997695,0.004629321078720045,0.11376530307554494,0.1436249626754255,0:30:09.833641
5,1.4068020582199097,0.4246969223022461,3:30:24.832030,0.516735744620987,0.15636265803345858,0.13931313124401334,0.19469235680177,0.46594230000707365,0.46237154964941984,0.004657991999491073,0.004616523453449974,0.11257091669154971,0.14257987458942967,0:30:19.529833
6,1.380976915359497,0.43929746747016907,3:30:29.843485,0.5204882532690009,0.16122617560648642,0.14472269531298665,0.20004555326083542,0.464854127769374,0.4619138951057274,0.004647170529325315,0.004611185531563571,0.11212302179755151,0.1427291728874291,0:30:20.490570
7,1.363216757774353,0.4489095211029053,3:30:12.967944,0.5211299090040534,0.16361878603972058,0.14743617538125686,0.2025262475942986,0.46429362138953034,0.4617149388146579,0.004641176994480032,0.004609255170723941,0.11212302179755151,0.14213197969543148,0:30:18.656481
8,1.3512938022613525,0.4556960165500641,3:30:15.063287,0.5207099660598393,0.16454045739454737,0.14845471276388236,0.20313721829071008,0.4639999486511886,0.4616208749544233,0.004637682443280572,0.004608343978097761,0.1116751269035533,0.14168408480143327,0:30:17.739151
