epoch,train_loss,train_acc,train_duration,dev_AUC,dev_MRR,dev_nDCG5,dev_nDCG10,dev_ILD5,dev_ILD10,dev_RR_ILD5,dev_RR_ILD10,dev_COV5,dev_COV10,dev_duration
1,1.462237000465393,0.48172450065612793,0:13:34.083176,0.6601487053036511,0.22416547696549616,0.21343228549652252,0.2980399613383261,0.4187103928243116,0.42902797242389684,0.004184743789120837,0.004277824399966196,0.15064198268139742,0.16049567034935802,0:25:52.961909
2,1.3811873197555542,0.5022238492965698,0:14:03.640033,0.6532699805494911,0.22290037875710594,0.2192133740138262,0.2941775902576218,0.43078219972640674,0.4326014001592674,0.004309676356370523,0.0043242532236708675,0.15273215885338906,0.16243654822335024,0:29:43.882210
3,1.3686308860778809,0.5078766345977783,0:14:03.025414,0.6734346452466765,0.22142817867800568,0.22637356675308495,0.2976087521166743,0.42738545353157636,0.4309690817402364,0.004271934308340671,0.004311029850151168,0.1488504031054046,0.16034637205135863,0:29:50.551404
4,1.3619146347045898,0.5101039409637451,0:14:05.740899,0.6606850811915286,0.22035881155797402,0.21587757190466764,0.2901020059710577,0.4317947581664577,0.43374099741931427,0.004316685591404839,0.0043396965693590535,0.1500447894893998,0.16154075843535384,0:29:54.572743
5,1.358944296836853,0.511898934841156,0:14:03.687858,0.6359841143116642,0.19334706432550022,0.17821550864167326,0.2561635436980249,0.4381578027268889,0.43707010292628345,0.004374704956420702,0.004363620165288236,0.15228426395939088,0.16198865332935206,0:27:34.510332
6,1.353872299194336,0.5137013792991638,0:14:03.970304,0.623210582636643,0.18676689781886088,0.1724356862574244,0.2440410808722068,0.43368064101152304,0.4341294172056105,0.004333968561425057,0.004339956770760895,0.1543744401313825,0.16392953120334428,0:29:10.407819
7,1.3508096933364868,0.5152919292449951,0:14:08.150350,0.6169440244717072,0.18259931517177513,0.16486955857219804,0.2406332562525354,0.4321992064260342,0.4345505797835064,0.004318577901397028,0.004339526940562909,0.15601672140937595,0.1649746192893401,0:27:17.382262
