epoch,train_loss,train_acc,train_duration,dev_AUC,dev_MRR,dev_nDCG5,dev_nDCG10,dev_ILD5,dev_ILD10,dev_RR_ILD5,dev_RR_ILD10,dev_COV5,dev_COV10,dev_duration
1,1.0940676927566528,0.4026254415512085,3:08:04.929123,0.5888291997644234,0.17356624714289592,0.16244680462382946,0.2297498449796081,0.43444366912288745,0.43854848147170866,0.004343661489730774,0.004378889566453814,0.09151985667363392,0.12944162436548223,0:26:56.156750
2,1.0802174806594849,0.4437079131603241,3:08:10.882429,0.6187591009463629,0.21327096591155711,0.20456959156982651,0.268784764309265,0.41719686922806176,0.4325583196472246,0.004170790422219155,0.004318462155264654,0.08838459241564646,0.12690355329949238,0:26:14.715540
3,1.049379587173462,0.4661451578140259,3:08:06.869269,0.6460457595164815,0.22813749887879595,0.21961575389804905,0.2965621500607493,0.4118832800577573,0.425835753103644,0.004099044329222027,0.004235965246751197,0.08286055538966856,0.12137951627351448,0:26:18.147135
4,1.0053054094314575,0.5017287135124207,3:08:07.509506,0.6637284861255743,0.2371588826006895,0.22971544921006284,0.31276393522024354,0.408179274225006,0.4202647908137646,0.0040684136358392605,0.004183706869437416,0.07823230815168707,0.1173484622275306,0:26:33.873715
5,0.9653960466384888,0.5397318005561829,3:07:51.749177,0.6701937590867942,0.24133576851830268,0.24256335940222098,0.3175361551047321,0.40137940604115097,0.41748509131613487,0.004001966860499281,0.004160386097477861,0.07703792176769185,0.11570618094953718,0:26:26.531108
6,0.9398462772369385,0.5602557063102722,3:08:04.691278,0.6699818337600254,0.2450705230135399,0.24568774619788686,0.31988721945264176,0.40148753836738094,0.4175475080791889,0.004017599702806542,0.004157364397354715,0.0746491489997014,0.11540758435353837,0:26:30.239273
7,0.9230743646621704,0.5720072984695435,3:08:03.897537,0.6639668304190004,0.23749362420005152,0.23545657184941166,0.3086649332484195,0.40419497684269173,0.4189656506421459,0.004038545296812582,0.004175427871216244,0.074499850701702,0.11570618094953718,0:26:40.957225
8,0.9112841486930847,0.5806793570518494,3:08:07.049098,0.6605136353129317,0.23527436536193386,0.23233655660247982,0.30202337633225657,0.4068488217334523,0.4198765684948323,0.004057335032435403,0.0041825535857070596,0.07494774559570021,0.11540758435353837,0:26:38.842366
