epoch,train_loss,train_acc,train_duration,dev_AUC,dev_MRR,dev_nDCG5,dev_nDCG10,dev_ILD5,dev_ILD10,dev_RR_ILD5,dev_RR_ILD10,dev_COV5,dev_COV10,dev_duration
1,1.291654109954834,0.4913550317287445,5:14:55.066306,0.6345465731060111,0.31431989415060546,0.3486444023878053,0.40537973472926636,0.44324217067568167,0.45296316512207735,0.00442763972889154,0.004516726184848781,0.045503195139610285,0.056914408033493874,0:08:06.972718
2,1.2347986698150635,0.5201143026351929,5:15:12.398551,0.6402604983738686,0.31854460851785543,0.3534047609467141,0.41003598048577977,0.4433720297611796,0.453012960231826,0.004429006509542474,0.0045169808217129254,0.046730884250952245,0.057843044668996126,0:08:09.945208
3,1.2152737379074097,0.5299090147018433,5:15:11.568750,0.6431516881111329,0.32202065514606765,0.35739461311202086,0.4144071927514834,0.44347533847023535,0.45286316827257045,0.004429806753700185,0.004516131368270465,0.04732898920263166,0.058630024868574306,0:08:19.184111
4,1.2027859687805176,0.535857617855072,5:15:14.799295,0.6429520746152856,0.32203435795767954,0.35771100449998455,0.41487820957134663,0.4438011780989188,0.4531388258956415,0.00443324009830673,0.004518742574981957,0.04718733276670759,0.05820505556080209,0:08:13.402836
