epoch,train_loss,train_acc,train_duration,dev_AUC,dev_MRR,dev_nDCG5,dev_nDCG10,dev_ILD5,dev_ILD10,dev_RR_ILD5,dev_RR_ILD10,dev_COV5,dev_COV10,dev_duration
1,1.2917346954345703,0.49133893847465515,5:14:58.031078,0.6016527404670168,0.30222961968737705,0.33021477768081825,0.3832326262945812,0.45563230852637554,0.45977431626411275,0.004550970349538182,0.004585763123765894,0.04267006642112885,0.053152642679510184,0:08:07.661188
2,1.2346400022506714,0.5203189253807068,5:15:09.507209,0.610142629647028,0.308392792751732,0.3375455042274865,0.3906235250162973,0.45606538812910624,0.4599402198638606,0.004555592780781907,0.00458767707464603,0.04318947335285044,0.05415997733497025,0:08:07.481524
3,1.2154508829116821,0.529776930809021,5:15:16.748983,0.6142948173369772,0.31163944616395645,0.34235545581916194,0.3955853525171762,0.45432347384176863,0.4593941468743331,0.004537757764356781,0.00458128683150508,0.04436994365221771,0.05469512387068341,0:08:14.253424
4,1.2026749849319458,0.5355790257453918,5:15:11.119353,0.6163393983916142,0.311930136193904,0.3426779954157429,0.3965946572928626,0.45427876955168944,0.45937952784998104,0.004537972823186571,0.004582047154698586,0.04503100701986338,0.055183051594421884,0:08:16.383868
5,1.1924885511398315,0.5404837131500244,5:15:22.816865,0.6180162554266555,0.3141635759987826,0.345410680994982,0.39903180012063977,0.45442176263252543,0.4593541016433309,0.0045396098961777605,0.0045818191453745665,0.04531431989171152,0.0554348852582869,0:08:18.009070
6,1.1834156513214111,0.5450069308280945,5:15:15.201268,0.614665132674745,0.31222493814841723,0.3425396231095019,0.3968859618173575,0.454753109770504,0.4595150600791159,0.0045425790869320784,0.004583152154511332,0.045943904051374065,0.056206125853873516,0:09:49.740672
